Id,Title
16616479,I have a dot bouncing around an image. Need to calculate angles of reflection off of groups of pixels (surface of objects)
16570273,Machine learning in simple car racing game
16591173,"In training a neural network, must you include a bias?"
16547820,Crossover different length genotypes
16657115,fill missing values of sequence with neural networks
16675248,Sudoku solving algorithm C++
16656976,How to adapt my Minimax search tree to deal with no term based game?
16580716,Learning of Outcome Space Given Noisy Actions and Non-Monotonic Reinforcment
16686966,Machine learning algorithms: which algorithm for which issue?
16513407,cyman mark two open souce code
56179653,"Why is image classification competition the way to choose five candidates? not 4, not 3, especially not 1?"
56225379,Does the gpt-2 model store data in the network
56307918,How do I structure(process) such a table for model training?
56325467,Measure the size of a box or object on a fixed size platform
56214922,How to calculate mAP(mean average precison) for face detection or object detection in python?
56230204,How can I use this dataset to train a fast.ai model to recognize the pupil-limbus ratio?
56235954,API for exact semantic similarity check
56289527,"Text-Classification, when there is common phrases in different classes"
56203710,How do I get a tensor of an specific value and shape in tensorflow?
56198173,Trying to use LoudML for Mainflux Application
56324008,VowpalWabbit incorrect predictions. How to properly prepare learning data?
56217279,Getting error when i call load.bootsetting function of amlboot in c# windowform
56253863,"Precision, recall and confusion matrix problems in sklearn"
56291523,Getting started in Artificial Intelligence
56323394,"Beginner : Not understanding shape [,1] on Tensorflow.js"
56273351,How to validate Test set on trained SVD model?
56309149,Feedback on Data Science LSTM Project
56189528,"MLP model AI with Tensorflow outputs random stuff, need some code verification"
56204482,issue with unity navimesh and my builded ai code
56351392,finding a combination sum to match a particular sum
56166692,Can a Sequential Keras-model get multidimensional input (such as an image) that is not flattened (i.e. input shape is MxN pixels per image)?
56343003,Terms in neural networks: what is annealing temperature parameter in a softmax activation function?
56230643,Problem with Pnet model when intergrate to ios app
56322184,How do inset numpy array to fit in my model?
30258235,Python: Reggular Expressions filtering for Self Learning program
30197156,App Inventor: Making one button change more than one variable
30416509,"Is it possible to cause a webpage, say a HTML5 game to simulate a key press with Javascript?"
30237002,Artificial intelligence (or at least path generation) of entities in a 2-dimensional plane
30363418,Image quality neural network project
30196386,What are the differences between action and motion planning?
30200839,Weight and biases storage ANN
30324433,Nim game with minimax algorithm
30296555,K-Mean Clustering: Evaluating new Cluster centers
30243232,Java2D pathfinding in 2D space shooter game
30394142,What are units in neural network (backpropagation algorithm)
30247862,Q: initialization of Genetic Algorithm
30361682,Neural Network Error oscillating with each training example
30326723,What is the best technique/algorithm to compare trees changes using machine learning?
30224566,"Recognizing when the user is driving, walking, biking"
30335653,Can Someone Explain What Just Happened (Python)
30338416,List Malfunction? (Python)
30382611,How to choose an algorithm?
30305890,Building tree in Nim game
30271994,Train neural network to determine color image quality
54589078,Does AI in video games change algorithms by modifying parameters or choose one among a set of algorithms?
54556855,Neural Network Setup and Monitoring in Reinforcement Learning
54725701,"After quantisation in neural network, will the output need to be scaled with the inverse of the weight scaling"
54607308,"In Neural Network, why do we put minus in front of derivative while back-propagation?"
54672154,"Error when checking target: expected dense_8 to have shape (2,) but got array with shape (1,)"
54720789,How is it possible that validation set accuracy is rising when cross-entropy is rising at the same time?
54691668,Covariance Matrix Construction in Multi-Action Reinforcement Learning
54568641,Perceptron training from a stream with limited memory
54615599,First Order Logic Unification
54670041,Getting blank response from Google Talent API
54552281,how much distinguish different set of custom images we can take by using FeatureExtractor() function in custom model
54551520,Is computer opponent in video games really AI?
54610517,Conflict resolution strategy: What's the difference between size ordering/ data ordering/ least recently used rule?
54543562,How to build a recommender system with sales data using python?
54556605,Amazon Sagemaker object detection expected number of batch error
54659088,Finding a heuristic missionary and cannibals
54525260,Regression or Classification?
54725542,Unity Vector2.MoveTowards for certain ammount of time
54532292,Error with installing and using openai/gym
54560187,"In the Microsoft LUIS platform, is there a limit to the number of apps I can create?"
54709658,How to train dialogflow for extracting values may not be split by space
54661185,OpenAi Gym Installation - python version mismatch
54533483,Multi-hot encoding for a categorical variable that is space separated using tensorflow's indicator_column feature
1541387,"How can I modify the backtracking algorithm so it can run on ""and/or"" graphs?"
1741228,Competitive Learning in Neural Networks
1741347,Natural language rendering
1561321,Random AI / Switch case?
1584897,What programs should I learn to be able to do computational modeling?
1542690,Generalization functions for Q-Learning
1730824,Improving Q-Learning
1836731,QLearning and never-ending episodes
1641208,where can i find papers on Web Spiders and AI?
1813913,"Information mining, classification, modification"
1872453,Which OSS can extract a synopsis from a text?
1883477,Application of Artificial Intelligence in Semantic Web
1843974,Reverse Engineering File Formats using AI Techniques
1602360,Optimizing A* Pathfinding iPhone - Will NSDictionary do the trick?
1814867,Can Dancing Links be applied to this CSP?
1827993,Random Decision Algorithm
1829223,Limiting Thread Execution Processor Cycles in Java
1687789,Applications of Unification?
1545158,What algorithm would you use to solve a very large tic-tac-toe game?
1749201,Building a reverse language dictionary
1696914,Extracting pure content / text from HTML Pages by excluding navigation and chrome content
1870813,Genetics algorithms theoretical question
1838620,AIML pattern matching - howto?
1563033,comparing images programmatically - lib or class
1844178,Negative rewards in QLearning
1620335,"How to use neural networks to solve ""soft"" solutions?"
1656636,Where to learn about enemy game algorithms (like Starcraft/Warcraft)?
1638981,Determining which inputs to weigh in an evolutionary algorithm
1854659,Alpha and Gamma parameters in QLearning
1877929,How to implement AI for Puyo Puyo game?
1877701,How to determine for which value artificial neuron will fire?
1701136,Determining the best k for a k nearest neighbour
1640633,Multithreaded A* Search in Java or Lisp or C#
1588738,Minimax algorithm
1611139,"Neural Network ""Breeding"""
1717378,Quantum Tic-Tac-Toe AI
1830350,How can I apply multithreading to the backpropagation neural network training?
1783389,What are the uses of recurrent neural networks when using them with Reinforcement Learning?
1869096,TicTacToe AI Making Incorrect Decisions
1783669,Any python Support Vector Machine library around that allows online learning?
1539994,"In game programming, how can I test whether a heuristic used is consistent or not?"
1866204,Game Development & Artificial Intelligence With PHP
1544055,Crossover operation in genetic algorithm for TSP
1668829,NetLogo vs. Repast Simphony?
1769217,Programming a chess AI
1585067,Is there any self-improving compiler around?
1832076,What is the difference between supervised learning and unsupervised learning?
1727375,What are some good resources on flocking and swarm algorithms?
1715401,Why is the complexity of A* exponential in memory?
1726126,"Is the board game ""Go"" NP complete?"
1568600,What is the difference between monotonicity and the admissibility of a heuristic?
1836853,"Machine learning challenge: diagnosing program in java/groovy (datamining, machine learning)"
1823523,Continuous output in Neural Networks
1817442,How to recognize rectangles in this image?
1748887,How to create a smart chat-bot?
1877505,How to pick a language for Artificial Intelligence programming?
1766461,How are neural networks used when the number of inputs could be variable?
1631414,What is the best Battleship AI?
9276749,Better approach to filtering Wikipedia edits
9182221,Is DFS supposed to check children for the goal state?
9307987,Recommendations for artificial neural network simulation basic software
9090019,Comparing similar sensor signals
9107072,Program-E Php Aim error
9270883,person detection from series/collection of images using java
9335930,Detecting anomalies in user access permissions
9228630,How can i extract my best move from Min Max in TicTacToe?
9290152,finding patterns in a hex file
9108957,How do I evaluate Clustering?
9191722,Selecting parents in tournament selection
9344301,Chess engine in C
9235976,Neural network not converging
9218566,AI - Heuristic function requirements
9107116,GA algorithm approach for TSP
9240626,DTW for 3D gesture recognition
9165119,Performance of the fuzzy c-means clustering algorithm
9095989,Solving sudoku with heuristics: a good idea?
9204225,Solving 8-Puzzle using DFS optimizations
9064492,"Limits to expressibility in Cyc, or similar knowledge-base projects?"
9317727,design pattern for AI 'intelligent agents'
9254132,What's the win strategy in such a game?
9253954,Hopfield Neural Network doesn't recognize
9252656,Einsteins Riddle Prolog
9250630,Completeness of depth-first search
9129092,Is it possible to use OpenCV or similar library in Javascript?
9201491,Document clustering
15016227,"Is there a way to check if a given string, when run with eval() actually can run in the python interpreter?"
14965002,Generalize move search algorithm to use recursion
14952881,"Program or language to create ""bots"" for games"
15059142,Inteligent patterns matching with opencv and python
15104295,Data-mining algorithm for dynamically consolidating recurring substrings?
14990359,Transforming dijkstras to a* python
15078095,Weighted Search and Sort Python
14880008,I want to build an interactive machine learning system to classify items using as much readily-available software as possible
15007374,What programming language is better suited for implementing a search-based problemm solver?
14982358,Backpropagation algorithm (Matlab): output values are saturating to 1
14926161,How to correct path based on g-score?
14941276,Is there a programming language that is designed for compiling into (large) neural networks?
15050086,stealth game AI solver
15114950,How to improve the perfomance of my A* path finder?
14962680,Using Java Robots class to locate things on a screen
14966285,NLP/Quest. Answering - Retrieving information from DB
14865906,Is there any public chat database for AI?
15008875,Artificial life with neural networks
14920520,8 puzzle: Solvability and shortest solution
14983908,How to find a numeric value in a string
14929927,Genetic Algorithm Software Application
14938057,Computer Program more intelligent that the programmer? Is it possible?
15051219,Unity - Car AI Avoiding obstacle
14936523,A* how to calculate G cost
31752005,Principal Variation Search almost always twice as fast as Alpha-Beta without move ordering?
31614659,How to delete a NART from Cyc KB
31726240,How can I dynamically select and expand a certain search node depending on its score and the score of its children?
31644829,Neural Network Error Trend
31651087,Artificial Neural Networks input comprehension
31673958,Caffe Installation: How to use libc++ instead of clang to power CUDA? (Mac)
31620958,Minimax alpha-beta pruning depth
31784005,Creating a plant health classifier using machine learning
31832611,How come random weight initiation is better then just using 0 as weights in ANN?
31739020,Prediction variance and model bias of k-NN classifier
31615896,Artificial Intelligence for a 'Blokus' game (1-4 Player)
15323805,How to write an AI function with a timeout in python
15394171,"rotation and radians in XNA, Enemy Ai corrections"
15237000,Energy in simulated annealing
15324620,Fastest way to explore the grid and find a flag
15184682,Python multithreading radial basis function
15145765,habit forming artificial intelligence
15127461,Creating a voice identification system using machine learning
15283689,Detect sentence structure
15139134,Proving f(n) is O(2^n)
15338668,Quiescensce search for Nine Men's Morris
15183698,"If you are missing some letters of a word, how to determine which word it is?"
15131768,How to get a single entity from an image?
15361423,Using the AForge Genetic lib to decide spawn composition of a wave in a tower defence game
15335988,neural network training set
15392018,Better AI for Tic & Toe
15392672,forward and backward chaining in haskell
17987811,Need suggestions on open source libraries which can be used develop applications like google goggles etc
17830524,Find an input to the system to achieve desired output
17803800,VB.NET Custom Complex Sort in least possible steps
18048561,"Backpropagation, all outputs tend to 1"
18025835,How to implement a solution in Java with ESHyperNEAT?
17871277,AStar with destructible obstacles
17985319,Neural Network Diverging instead of converging
17855689,How could revise the recursive algorithm to find the shortest path?
17931282,Getting My Hands on Something New
53035023,what is the difference between Hill climbing and A*?
52942219,Capturing game screenshots for use by a Python script
52964273,Classifier to Predict activities taking place
52967355,Deep Learning architecture for input and output of different size?
53049558,Steering angle for kitti dataset
52917306,I have been trying to have a new enemy spawn every 20 seconds using pygame
53021228,How to express the reasoning for Weka instance classification?
52970466,Fiware generic enablers list
53025743,How can I classify packet data using Weka trained on existing data-sets (e.g. NSL-KDD)?
53007554,Do we need to insert blank label into the target before calling the CTC loss in PyTorch?
52852843,Using Stockfish Chess AI in Unity
52979727,Specify Keras GPU without using CUDA_VISIBLE_DEVICES
52846604,using toarray() with onehotencoding during data preprocessing
52972481,How does Microsoft Face API calculate 'smile intensity' attribute
52853677,Master project: Video processing and data science: Finding a pattern on a dataframe of video
52904816,Parsing audio file based on speaker voice
52904713,why we need standardization and normalization in machine learning?
52986416,face recognisation and registration in python validating exixted user atthe time of face registration
52889727,How to trian the model provided by gluoncv on my own image dataset?
53048730,raw input insertion for neural network
52967450,"I build pacman in game maker, how build ghost to chasing pacman like AI greedy"
52945119,Data correction techniques for shuttlecock prediction/detection
52903852,Nibbles clone game AI collides with barriers
52846810,How do I add alpha beta pruning to a minimax tic tac toe game?
52847994,How can we use artificial neural networks to find similar documents?
52858231,Team allocation using Artificial Intelligence c#
52944973,DYNAMIC rich responses in dialogflow
53017715,Infinite loop in the iterative improvement algorithm
52888605,Data extraction using Azure Cognitive services
52977453,"Why is pip not updating tensorflow correctly, and, if it is, why is the 'attrib error' still thrown?"
52882948,Develop game AI with Tensorflow.js
52941103,do predictions using cntk checkpoint
52893369,Evolving Neural Network using NEAT python on Forex data
52970934,Value error with tensorflow while loading csv with iris example
52956347,minimax with Iterative Deepening search and alpha-beta pruning stopping time of 5 secconds
8428217,"How to program ""Count Down Tic Tac Toe"" AI"
8247339,"Technology selection for ""Right sequence finder for QWOP game"" -tool"
8414486,Stanford's AI course materials
8299204,Steering Behaviors working too quickly
8335664,Repeating nodes on a search tree? (AI)
8465277,"What is the suitable range of Lambda, eta, and alpha for Artificial Neural Network?"
8477053,Example of Monte Carlo methods on designing AIs
8477356,text to facts for Inference Engine
8208302,how to start artificial-intelligence programming?
8253341,Monte Carlo Localization example
8285439,Negamax Alpha Beta search
8276958,Genetic Algorithm roulette wheel selection
8290543,Neural Network Continuous tanh-Sigmoid Activation Function and Random Weights
8283040,how to implement multithreaded Breadth-first search in java?
8275923,MinMax trees - when Min can win in two steps
8449059,How should I handle the communication between AI threads and the main game loop?
8434874,sequence mining for time and product prediction
8445638,concrete examples of heuristics
8282000,Where to start learning artificial intelligence applied to web development
8439194,Multiple Output Neural Network
8476805,Recommendations for using graphs theory in machine learning?
8374308,Is the greedy best-first search algorithm different from the best-first search algorithm?
8337417,"Markov Decision Process: value iteration, how does it work?"
53817086,object appears in multiple graph cliques
53810482,Redundant Features in Naive Bayes Classifier Leads to Overconfidence
53702688,where i can get web service challenge 2009 (WSC2009) dataset
53723824,Is iterative dependency search and best first searches have the same meaning?
53733949,Processor for scheme [C] not found - python catboost
53862312,α and β in αβ-pruning
53690171,How to list possible successor states for each state in OpenAI gym? (strictly for normal MDPs)
53828717,Derivative of activation function vs partial derivative wrt. loss function
53799050,Creating an MDP // Artificial Intelligence for 2D game w/ multiple terminals
53846590,How can I create an AI for an android app which takes a user provided price offer & will either accept/reject/provide counter-offer as output?
53877583,How implement Pathfinding in LibGDX-AI >1.8.0
53806187,"Unity: AI suggestions for ""Tiny Wings"" like game"
53814252,Customize Watson Assistant plugin | Worpress
53687310,Value iteration not converging - Markov decision process
53877688,How can I set Bias and change Sigmoid to ReLU function in ANN?
53821293,extreme architecture of neuron network
53860468,The most simple machine learning framework possible
53696160,Genetic algorithm - evolve only one object
53713532,Can k-means clustering be used to define classifications in recognition?
53848830,Defining specific resolution in three.js
53730277,Water Jug Problem java.lang.OutOfMemoryError: Java heap space
53759665,Substitution in First Order Logic
53691435,Best way to extract Key-Value Pairs from unstructured String?
53705312,Depth First search path
53869535,how to cluster and plot sentences based on the sentence similarity?
53867000,How to classify Iris flowers
53813856,"Error when checking target: expected time_distributed_3 to have shape (1375, 1) but got array with shape (5511, 101)"
53798089,How does the NEAT speciation algorithm work?
53768105,Python Linear Regression always 100 % accuracy
28012292,Which AI algorithms can be used to play probabilistic games with possibly incomplete information?
28023268,Optimized way for data filtering and calculation
28017848,How come the get tag won't display any text in pyAIML?
28080596,"Steering Behaviors, Pursuit, How do I predict a linear vector(MATH)?"
28021734,Q Learning Algorithm for Tic Tac Toe
28143206,Genetic Programming Semantics
28199972,How does a convolutional neural network connect to the multi-layered perceptron?
28161754,Random Numbers in Unity3D?
28090929,Simple Bayesian Network causal independence
28161222,Measure the real size of an object from an unknown picture
28046261,Represent walls in a adjacency list
28137896,Recommendation Engines Test data
28223993,AgentSpeak: Problems at sending plan (Jason)
28077630,"Genetic programming for simple games, feasible for non-experts?"
28398606,PyBrain: passing empty floats or switching them with neutral values?
28443967,How to get the annotated text for a DictionaryAnnotator
28256441,Understanding Perceptrons
28450235,String and list processing in swi-prolog
28263104,"What are ""depression regions"" in heuristic searches?"
28490121,Does ALICE use supervised or unsupervised machine learning
28464919,Tree Implementation in MinMax with Alpha-Beta Pruning
28383862,How to change the default maximum number of epochs (200) of self-organizing map training in MATLAB2014R
28367756,Is it feasible to solve Dots and Boxes game?
28367307,In prolog how do you represent state transitions and actions performed by objects?
28418055,AI - How to concisely generate all possible results based on rules
28450715,Unexpected Behavior of Prolog program
28425540,How to draw classifer line (decision boundary) for perceptron algorithm
28470165,How to plot SVC classification for an unbalanced dataset with scikit-learn and matplotlib?
28422431,How do I make my object move towards another object (or point) in java swing?
28291195,C++ Return Type Deduction Based on Input Parameters
28302792,Loading and Using Instances From File in CLIPS
28357101,Is h5 = (h1 + h2 + h3 ) / 3 admissible?
28850154,LSTM network learning
28748957,How can I allow an API to remotely access my code without revealing it?
28797017,Creating a Fuzzy Chess Game using Chess Engines
28924192,Learning algorithm for sigmoid Perceptron failing - Handwriting recognition
28936289,How to determine optimum hidden layers and neurons based on inputs and outputs in a NN?
28831754,Adapting BFS to target multiple values
28819553,How Get Weight Matrix from NN FANN?
28937803,What is the difference between Q-learning and Value Iteration?
28929093,issue with implementation of minimax algorithm for multi-agent pacman with multple min layers
28975307,Tic tac toe alpha-beta
28860332,"How can i make my python3 code do many ""if input"" operations at once"
28873734,Parent object not accessing variables from children's script
28794492,Can't make my Enemy to randomly move in a range. Unity3D
28798249,How to get minimax algorithm to return an actual move?
28855501,Random movement attempt
28742952,In which areas of Artificial Intelligence are probability theory and logic used?
28759086,Back-propagation KL-divergence for training “one level neural network”
28805975,Calling the abstract base class constructor
28784464,Calculating error for a neural network
28916324,"What is ""Solution"" in BFS search"
28964594,Neural Network for real regresion
28829838,AI function not working
28963357,Top down 2d 4 directional ai
28808067,AIML Bot in ASP.NET Project is unable to find the CONFIG file?
28902484,the neural networks are too sensitive for the input
28784591,PCA in machine learning
2180540,Using game of life or other virtual environment for artificial (intelligence) life simulation?
1972315,Need help deciphering a formula for Projectile Motion
2151091,Prolog's atom trouble and beginner material.
2167790,PHP/Python/C/C++ library/application to match/correct/give suggestions to input
1968638,Inference algorithm of Shenoy and Shafer
2126383,Machine learning issue for negative instances
1892576,Metamorphic generator
2054241,What AI topic should i pick for my class project?
1892892,Backpropagation issues
2080050,Determining time and space complexity
1916892,Training Hidden Markov Models without Tagged Corpus Data
2145522,Designing bayesian networks
2106795,Searching in graphs trees with Depth/Breadth first/A* algorithms
2175997,"Intelligent agents ""tutorial"""
2204391,A potential multi-agent system?
2102231,Fewest number of turns heuristic
2180915,blindly classifying new trends in incoming data
2219484,AI: selecting immediate acceleration/rotation to get to a final point
1895106,Anyone has implemented SMA* search algorithm?
2083626,Does Model-View-Controller Play Nicely with Artificial Intelligence and Behavior Trees?
1893311,XOR problem solvable with 2x2x1 neural network without bias?
2151785,Algorithm for a strategy game
2125887,What is the meaning of <- in AI?
2148345,Markov decision process' questions
2104166,"Algorithm for rating the monotonicity of an array (i.e. judging the ""sortedness"" of an array)"
2207376,Artificial Intelligence Project - What language should I go for?
1901257,Face Recognition for classifying digital photos?
2122156,Common web problems where Neural Networks could help
1919191,Information Gain and Entropy
2222711,Implementation of Liquid State Machines
2047458,Implementing crossover in genetic programming
1994431,What does dimensionality reduction mean?
1970453,"Algorithm and data structure for solving the game ""Globs""/flood fill/""FloodIt"""
2082534,What is the difference between Greedy-Search and Uniform-Cost-Search?
1989987,My own OCR-program in Python
2114303,Building a NetHack bot: is Bayesian Analysis a good strategy?
1936432,Higher-order unification
2129660,min-conflicts Algorithm to Solve N-Queen Proplem
15401765,genetic Algorithm fitness function for stock market pridiction
15604651,"C# RushHour iterative deepenig, optimization"
15452051,Java object parameters and recursion
15589244,Javascript ai jump platformer
15436716,Best way to represent a training set to split with
15583285,Most appropriate AI for parameter weighting?
15626660,How to implement efficient Alpha-Beta pruning Game Search Tree?
15504905,Rush hour - Iterative Deepening
15567111,Java Sort a list based on another list
15536618,jarvis-like ai python app
15502340,Java fast way to add and sort lists
15519983,Iterative deepening search selected bad moves
15635278,How do the weights work for differents sets?
15447887,Neural network function
15520561,Generate opening book and endgame database for abstract strategy game
15640195,How to determine the threshold for neuron firings in neural networks?
15445861,Simulated annealing cost function for TSP
15607900,Random Perturbation of Data to get Training Data for Neural Networks
15550606,Neural Networks (input and output layers)
15520803,Intelligent Ajax/PHP FAQ script
15396491,Artificial Intelligence in web application by AI specific languages
15405419,Bitboard representation for nine men morris game
15489145,State Like Action In Behavior Tree
15489329,Breadth first search branching factor
15572091,neuralnet prediction returns the same values for all predictions
15643055,What is plurality classification in decision trees?
15508370,AI: Fastest algorithm to find if path exists?
15447580,Java Minimax Alpha-Beta Pruning Recursion Return
15625359,Support Vector Machine for Java?
15395835,Simple multi layer neural network implementation
15583822,Energy in simulated annealing algorithm?
15601534,AI for a multiplayer game?
29269223,AI help for Corona SDK
29441943,What is the theorical foundation for scikit-learn dummy classifier?
29429252,How to solve logistic regression using gradient Descent?
29333021,Iterative deepening depth first search in a 2d array
29249269,Does the Expectimax AI still work as expected if not all branched are explored to the same depth?
29461184,Minimax code of connect 4 to make best move
29330411,Artificial neural network with Ruby
29432524,java mtdf ai not working
29461062,How to build a knowledge graph?
29308404,How to draw decision boundary once we get the value of theta?
29230155,Best way to assign penalty in neural networks?
29423906,Examples for DPLL backward chaining algorithm
29357899,Noisy neural network training set
29272410,How can i analyze a big amount of Data with artificial inteligence (car obd)
29236801,BitBoard for Checkers in C#
29316525,Scanning the Articles on Web
29451336,My multilayer NN converges too slowly(practically not usable)
29299009,Program can't tell difference between animal?
29462258,How mathematical is artificial intelligence as a focus?
29263097,How to create a feature that detect age in text in different languages?
29314621,Java: How can an 'agent' object that is inside a 'world' object obtain information about the 'world'?
29413920,How would one go about creating Cortana as a personal assistant like in Halo?
29252267,why need Hidden Layer in Neural Network?
29286986,I get a weird glitch when trying to make an AI for a Pong paddle
29306461,Depth first Minimax Segmentation Fault
29231931,"Need to decrease spawn wait time interval(float) based on time.time value , Instantiation of two objects should decrease by some proportion"
29400155,can a neural network be trained to recognize abstract pattern forms?
29458993,Grid with obstacles coverage algorithm
29059611,Giving the shape as output using GA
29180248,Parallelize a collection with Spark
29190853,What is the shortest path to explore some points
29170465,"Topic modeling a corpus with one ""majority topic"" and several ""minority topics"""
29168444,Is this a correct implementation of a FuSM (Fuzzy State Machine)
29113988,Trying to make a Seek and Flee behavior. Cannot implicitly convert type 'void' to 'Microsoft.Xna.Framework.Vector2'
29225478,What are some common admissible heuristics for distance?
29051272,solve sudoku puzzle using A*(A-Star) search
29158291,Fast Algorithms for seeing if a State is Reachable
29149687,Multi-Class SVM. Binary Decision Tree. Issues with LIBSVM
29163699,PyBrain error estimate does not change over time when training the network
29168044,Any ready and reliable artificial intelligence libraries or software for image recognition?
29057575,Replacing an element in recursive nested list python
29052200,Tic Tac Toe heuristic AI
29041413,Understanding the Minimax Algorithm
29215476,Artificial Neural Network with large inputs & outputs
29025484,How does LSTM network know when to forget?
29054668,Alpha Beta Pruning Breaking Minimax
29151213,Unable to reduce the error value in back propagation code?
29141501,How to implement BFS algorithm for pacman?
29054847,Attempted Alpha-Beta Pruning Implementation
29209970,"""Paradigms of AI Programming"" Can I run examples from this book in Racket programming language"
14649244,Fuzzy logic application in recommender system
14711700,Options for representing string input as an object
14762942,Create Bot to play a game defined through a RESTful interface
14806596,How to create a joint probability table from existing conditioinal probability tables? (CPTs)
14800788,Solve multiple-source multiple-destination graph game
14696768,transferring clips skills and knowledge to drools
14817497,Concurrently search a game tree using minimax and AB pruning. Is that possible?
14668520,How to add more parameters to A* heuristic than only distance?
14721814,Efficient board representation for strategy board game AI
14787857,How to use negamax algorithm
14826451,Extending minimax algorithm for multiple opponents
14610486,"What is the difference between ""hill climbing"" and ""branch-and-bound"" search algorithms?"
14833248,Sliding Puzzle Solver using Manhattan Distance heuristic
14777039,Java Joone analysis of html article
9352323,Artificial Intelligence : A modern Approach (Part V)
9394441,How to approach writing five-in-a-row Tic Tac Toe game AI?
9364261,Use eigenface on Android (faint)
9463087,which is better Standard ML or OCaml
9405713,What are the best ways to get rid of unimportant input neurons?
9614607,Are there any good non-predictive path following algorithms?
9629393,Improving Cocos2D Spawn System?
9538934,How to evolve weights of a neural network using a GA?
9418545,Java Shortest Cost Path: Uninformed/Informed search from a (.txt) text file
9388474,How to code simple AI for a windows phone board game?
9458020,Back propagation algorithm - error derivative calculation
9515978,Basic game logic/ai design
9388766,Identifying the components in a English sentence that do not make sense
9363412,What is better to fed into ANN for OCR: character's border or character's 'filling'?
9466167,Implementing Simulated Annealing
9612697,Using FANN library
9627851,Where to start on making an A.i. in Ada
9350435,Using Sentiment Analysis to Detect Contradictory Arguments?
9401232,I see maximum bit fails and the error rate does not change
9592757,Making my artificial intelligence project known? AI communities?
9558384,Can someone explain Artificial Neural Networks?
9605109,particle brownian motion with directions
9588350,"Do implementations (preferably open source) of the ""Society of Mind"" model exist"
9369198,Neural Network Back-Propagation Algorithm Gets Stuck on XOR Training PAttern
9506809,What's differential evolution and how does it compare to a genetic algorithm?
9492707,How can I split a text into sentences using the Stanford parser?
9436209,How to choose number of hidden layers and nodes in neural network?
14144301,Issue with MiniMax to Alpha-Beta Search Conversion
14203262,How to process multiple inputs in c++ for artificial neural network
14086493,Trouble applying the Alpha Beta Pruning algorithm to this tree
14207267,using HMM with Viterbi Algorithm to correct typographical errors
14075675,AI Algorithm - connecting given pairs of vertices of a Matrix shaped graph without conflicts
14263616,Cricket as a state machine
14243645,Measure real object from image
14167739,How to perform Roll-out in MCTS in Complex Games
14288170,AI algorithm for item pickup race
14178830,Multithreading with automatically moving JButtons for Sliding Puzzle Solver
14082188,Signal classification - recognise a signal with AI
14084778,Creating a path from a 2d array of coords for AI to follow
14166699,Implementing AI to hide behind obstacles
14174887,Understanding candidate elimination algorithm
14206781,JavaScript/HTML5 Canvas Pathfinding Multiplexing Issue
14194745,Unsupervised Clustering based entirely on entity similarity
14101360,creating AIML for chatbot to ask questions
14102670,How to identify revisiting users without login info
14072424,Approach to solve delimited scheduling
14114530,Image Feature Detection
